annotation_id,tweet_id,customer_message,suggested_intent,annotation_status,final_intent,review_notes
1763,44529,@AmazonHelp It’s not downloading any of the books I have and it won’t delete the ones I’ve returned,RETURN,weak_label,,
1764,18705,"@115850 @115821 @AmazonHelp Order no 408-9297978-3842763"".
Men's Polo (8907036565225_USTS1840_M_Apricot)"".#refund not recd..been 2 weeks",REFUND,weak_label,,
1765,210328,WHERE IS MY PACKAGE @AmazonHelp,DELIVERY_TRACKING,weak_label,,
1766,91526,"@AmazonHelp I am so angry. The second package is already delayed and I *must* have this one today. 2 orders, 2 delays. What’s even the point of prime???",DELIVERY_DELAY,weak_label,,
1767,63817,"@115821 @AmazonHelp Sir, i got a mail by ur team again that they cant process my refund. I request you to check the vedio again and reconcern the issue. Its your delivery teams fault of missing the item. Please dont make me to share this empty box vedio all over other sites and higher authorities.",REFUND,weak_label,,
1768,18731,@AmazonHelp The carrier is USPS.,,unlabelled,,
1769,11044,@AmazonHelp you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback https://t.co/CeRSmNOEdK,,unlabelled,,
1770,2856550,@AmazonHelp hey my FireStick won’t play live TV is this a known issue ?,DEVICE,weak_label,,
1771,16766,@AmazonHelp The drivers who throw packages over the fence in the rain instead of buzzing the bell.,,unlabelled,,
1772,17659,@AmazonHelp Also concern how I get my shipping charges back once self return product?,RETURN,weak_label,,
1773,848188,@AmazonHelp I have still not received my parcel that was out for delivery on 19th October! Very poor service for Prime!,PACKAGE_NOT_RECEIVED,weak_label,,
1774,17220,@AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2),,unlabelled,,
1775,1621277,"@AmazonHelp I have read the correspondence , however don’t see any resolution . I appreciate your intent to help but I have still not received d package",PACKAGE_NOT_RECEIVED,weak_label,,
1776,350278,@AmazonHelp @115850 Where is my package. It’s end of the day. Are you guys really trying or just waiting for the day to be over.,DELIVERY_TRACKING,weak_label,,
1777,11027,"@AmazonHelp I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps",,unlabelled,,
1778,54364,Right just cancel the order @AmazonHelp December the 5th was not the agreed date it was today! @118373 @128305 3rd time this month it's joke!,ORDER_CANCELLATION,weak_label,,
1779,1069888,"@AmazonHelp Redelivery for tomorrow. 2 updates from app say the delivery address was closed or didn't accept weekend delivery, so would deliver Tuesday",DELIVERY_INSTRUCTIONS,weak_label,,
1780,1257054,"@AmazonHelp I can't log in to use the following link. Worst service ever man, ull can't fix this. Using @127271. Cheers.",ACCOUNT,weak_label,,
1781,16430,@AmazonHelp Is this some kind of a h,,unlabelled,,
1782,777246,"@AmazonHelp I had my account locked yesterday and provided the info and got it open. Again, my account is locked",ACCOUNT,weak_label,,
1783,5155,@AmazonHelp Thank you so much once again for kinds of word,,unlabelled,,
1784,18715,@AmazonHelp I am assuming it's by Amazon since I chose Amazon global priority shipping. https://t.co/C9vq5RkuuV this is the link to the product page.,,unlabelled,,
1785,65763,@AmazonHelp @117634 why does the refurbished black kindle not ship to Northern Ireland but it’s the white one does?!🤷🏻‍♀️😐,ORDER_DISPATCH,weak_label,,
1786,235162,"@AmazonHelp @115850 @132994 @132995 @139570 ;
No delivery, false promise, plz look at the date n time I will cancel d order #CheaterAmazon https://t.co/BW8SCaHZBO",ORDER_CANCELLATION,weak_label,,
1787,15282,@AmazonHelp Order details!!! https://t.co/Rapb0ePnLK,,unlabelled,,
1788,69665,"@AmazonHelp I'm waiting for them to answer my first email. I can ask whenever they do respond, but honestly I am running out of time. I also don't appreciate them waiting until delivery day to cancel my order, so I'm not too fond of them. Currently looking to purchase elsewhere.",ORDER_CANCELLATION,weak_label,,
1789,9127,@AmazonHelp Thank you,,unlabelled,,
1790,959685,"@AmazonHelp Was home all day, package didn’t get delivered. They refused to leave it in my safe area and didn’t call.",DELIVERY_INSTRUCTIONS,weak_label,,
1791,740379,@AmazonHelp I know. That’s y I am uninstalling Amazon app. You fooled me twice. I won’t forget that.,WEBSITE_OR_APP,weak_label,,
1792,18702,@AmazonHelp It says wrong product has sent .. refund cannot be given ... u kindly ask ur courier guy n confirm me what was given to him ..,REFUND,weak_label,,
1793,411103,@AmazonHelp so where is the package ? clearly the carrier is done working for the day.,DELIVERY_TRACKING,weak_label,,
1794,136935,@146396 @AmazonHelp Happened to me too! What’s the point of prime anymore! My order took two days to process and then even when I upgraded to one day shipping it’s not here.,ORDER_DISPATCH,weak_label,,
1795,608107,"@AmazonHelp I did not, besides those for password reset and verification codes. Still can't access my account.",ACCOUNT,weak_label,,
1796,18681,@AmazonHelp Amazon is refunding his money in 7-10 business days. Thing is this was his birthday gift and had a new game to play Friday.,,unlabelled,,
1797,140021,"@115821 @1402 @8105 @8106 @1840 @115821 @1402 @8105 @8106 @1840
Hey @AmazonHelp Are you sure u told me that ur seller ran on the fly fooling your customers and u were helpless? Such a big guy. People should rather be ur seller and not ur customer to not be ditched. #Fraudulent",SELLER,weak_label,,
1798,16871,@AmazonHelp You are not understanding my situation n anger...it ruined my festival as my wife is still shocked as she was cooking...,,unlabelled,,
1799,2312482,@AmazonHelp Friend has her account locked and fulfilled the instructions 2 months ago. When can she expect an answer?,ACCOUNT,weak_label,,
1800,24053,@AmazonHelp Can you provide me the name or link of seller who is offering no emi cost on PS4,SELLER,weak_label,,
1801,12524,@AmazonHelp I have checked all my mails and had received your last mail on 29th stating you will receive an update in next 24 hrs. No revert received,,unlabelled,,
1802,17637,@AmazonHelp The pick up has been arranged 5 times now and cancelled at the last moment without citing any reason!,,unlabelled,,
1803,179446,"@AmazonHelp It was out for delivery yesterday, then got delayed, and it's not back out for delivery now. Doesn't add up. There's a lie somewhere. https://t.co/Ru6yVlJPM9",DELIVERY_DELAY,weak_label,,
1804,18166,"@AmazonHelp Then who will be there to regain the access of my account.

If you can't then just refund my money back and I'll go for someone else.",REFUND,weak_label,,
1805,15299,@AmazonHelp I have replied to the email... lets see if I can get positive and useful response atleast once after so much escalation @115851,,unlabelled,,
1806,19427,@AmazonHelp No use from your link or Amazon app support call or chat. Please see the order details.just telling us to wait.Not updating the status also. https://t.co/Uwp0eOu6Ia,WEBSITE_OR_APP,weak_label,,
1807,207533,@AmazonHelp Hi. Order w/tracking #1Z3Y95F10333765115 attempted delivery but found no free locker. When will u try again? Thx!,DELIVERY_TRACKING,weak_label,,
1808,91510,"@AmazonHelp @119351 @18220 __email__,Mob-9717597841.I have placed an order on Amazon on 21NOV. Order ID-4__credit_card__.Not received order Still.Estimated Delivery Date of Order was 27Nov &amp;Today is3Dev.I need token of Apology of Rs1000 in AmazonPayBal. https://t.co/mVcDCpmMjc",PACKAGE_NOT_RECEIVED,weak_label,,
1809,18416,@AmazonHelp Forget it.,,unlabelled,,
1810,183073,@AmazonHelp Replacement hes been made but not dispatched,ORDER_DISPATCH,weak_label,,
1811,13922,@AmazonHelp Nothing. Chat at 4:30 said to contact after 8:00 chat did give answers that didn't make sense.,,unlabelled,,
1812,86145,"@AmazonHelp @122232 It’s not serious from a company like Amazon or DPD to say “wait longer as it’ll usually arrive within a few days” when a customer has already pay for express delivery. Not to mention Amazon app says “expected 1-5 Dec”, which sounds like a joke.",WEBSITE_OR_APP,weak_label,,
1813,379798,@AmazonHelp They don't have system to track order numbers,DELIVERY_TRACKING,weak_label,,
1814,1466812,"@AmazonHelp It's the correct address, your delivery person botched the drop off location.",DELIVERY_INSTRUCTIONS,weak_label,,
1815,54370,@AmazonHelp If I don’t get it today can I get a refund on my one day shipping,REFUND,weak_label,,
1816,69944,"Hi @AmazonHelp my order has been delayed twice ❗️And when I tried to call your client service, they wanted to transfer my call to Amazon India (whereas I am in Luxembourg !). Any help ?",DELIVERY_DELAY,weak_label,,
1817,327014,@AmazonHelp I am quite frankly disgusted by your lack of customer care Last delivery by Prime #UPS 3days late New order for del 5th not here,DELIVERY_DELAY,weak_label,,
1818,27894,@AmazonHelp Most orders I place now say that shipping date will be notified rather than an exact date. Expedited shipping taking 14 days? https://t.co/B8jCCoJ9Xo,ORDER_DISPATCH,weak_label,,
1819,17908,"Two DOA orders. First hard drive came bouncing in a giant box, second one crushed in a padded envelope... sigh. Refund on way. @AmazonHelp https://t.co/4bRVrNlrBy",REFUND,weak_label,,
1820,375260,"@AmazonHelp Can I use Amazon GC balance on an order from Amazon Prime Now, given they use the same billing system (I think)?",PAYMENT,weak_label,,
1821,1752,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,,unlabelled,,
1822,419423,@AmazonHelp @115821 I didn't receive the product bt status says it's delivered to me,PACKAGE_NOT_RECEIVED,weak_label,,
1823,64224,"@AmazonHelp @115850  can not find my order, and costumer care can't cannect my any call or else. Amazon India refund my payment otherwise pay for that @AmazonHelp @120781 @119351",REFUND,weak_label,,
1824,9119,"@AmazonHelp I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)",,unlabelled,,
1825,810760,@AmazonHelp I can't log in.,ACCOUNT,weak_label,,
1826,96659,"@AmazonHelp It was next day Delivery FYI!!!
PLEASE DELIVER TODAY OR CANCEL THE ORDER
ORDER WILL BE REFUCED AT THE TIME OF DELIVERY.",ORDER_CANCELLATION,weak_label,,
1827,117907,@AmazonHelp Order has now been cancelled because neither you nor I could  get any visibility on delivery,ORDER_CANCELLATION,weak_label,,
1828,17685,@AmazonHelp Okay👍,,unlabelled,,
1829,204914,"@AmazonHelp Yes. Tracking stops yesterday, package due today. Guaranteed delivery date.",DELIVERY_TRACKING,weak_label,,
1830,2570,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money",REFUND,weak_label,,
1831,28422,@AmazonHelp . @115821 another day goes by with radio silence. Package now 3 days late no shipment. Month long process with no answers,DELIVERY_DELAY,weak_label,,
1832,69806,@AmazonHelp Taking customer for ride ! I need a original product not refund!,REFUND,weak_label,,
1833,1078438,"@AmazonHelp are there problems with the new Amazon App? I downloaded it but when logging in it just takes me to the App store logo and nothing else. Rebooted phone, cleared cache, same issue.",WEBSITE_OR_APP,weak_label,,
1834,1503933,@AmazonHelp Also they are thinking about billing Amazon for the three hours they spent doing your delivery job for you.,PAYMENT,weak_label,,
1835,26914,@AmazonHelp Just now! I gave you the benefit of the doubt but I have now cancelled the order.,ORDER_CANCELLATION,weak_label,,
1836,741585,@AmazonHelp I already clearly mentioned  held on amazon app contest name :-amazon sale trail,WEBSITE_OR_APP,weak_label,,
1837,12522,"@AmazonHelp I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light",,unlabelled,,
1838,16769,@AmazonHelp The drivers who decide that they don't want to walk up three floors so they leave my groceries at the bottom of my stairs and bounce.,,unlabelled,,
1839,18923,@AmazonHelp Is there any update??,,unlabelled,,
1840,11584,@AmazonHelp But when will this get solved,,unlabelled,,
1841,18676,"@AmazonHelp Hi  I sent all you requested with no reply since.SO sad about that! 
I still have hope you will keep your word in a timely manner!",,unlabelled,,
1842,91508,"@AmazonHelp What's this, I have already paid for Order.No Support from Amazon.My money got stuck.Worst Shopping Experience Ever.Placed Order on 21Nov,Still not Delivered, Paid Rs13996 for Order-4__credit_card__.If I know my order is going to delay, I wll never purchas from Amazon.Deceived.",DELIVERY_DELAY,weak_label,,
1843,10639,"@AmazonHelp Thank you, I will.",,unlabelled,,
1844,528284,@AmazonHelp your iOS #Amazon app is showing wrong prices in the #wishList as compared to actual prices. #annoying Please fix!,WEBSITE_OR_APP,weak_label,,
1845,137157,"@AmazonHelp The product was set to be available on the 22nd of November. As it was a pre-order there is no tracking information given, just an apology for having nothing in stock",DELIVERY_TRACKING,weak_label,,
1846,18202,"@AmazonHelp #AmazonIndia ordered echo plus on 6th October, till now have not recieved any cashback. Now customer care is saying i am eligible for (1/2)",,unlabelled,,
1847,13169,@AmazonHelp Yes. I did reach out to amazon CS via the site &amp; I’m suppose to get my package tomorrow. 2nd time in the past 2 weeks this has happened.,,unlabelled,,
1848,233798,@AmazonHelp @116090 I still cannot log in.  Nobody has contacted me,ACCOUNT,weak_label,,
1849,5133,"@AmazonHelp No, I can't check. It shows nothing. And customer service rep was NO help.",,unlabelled,,
1850,78839,@AmazonHelp and conversation moves to another agent. Agents telling me they will refund me and then ending the chat. Promised 5 times someone will call me from the UK but always get Barbados call centre who have no clue about my complaint,REFUND,weak_label,,
1851,137105,"@AmazonHelp Expecting date is 24 of November, hasn't been dispatched yet. 

How to expect it on time. Already waited for almost 20 days. 

Seriously, look into this. 
Being no 1 worldwide this is your responsibility to satisfy the needs of the customer. 

I'm not at all happy this time!! https://t.co/pHmhkrezyl",ORDER_DISPATCH,weak_label,,
1852,8511,@AmazonHelp UPS supposed to pick up a return package yesterday and bring return label... never showed.,RETURN,weak_label,,
1853,117867,@AmazonHelp I’ve requested it’s return but the courier can’t pick it up while I’m here this weekend and my replacement won’t be arriving until Monday so I’d have to say I’m majorly disappointed and won’t be recommending this,RETURN,weak_label,,
1854,283068,@AmazonHelp That’s for your help. I now understand why items might not be shipped right away.,ORDER_DISPATCH,weak_label,,
1855,2151923,"@AmazonHelp whenever I try and watch anything on prime via fire tv I get error 5505, same problem since yesterday",DEVICE,weak_label,,
1856,42551,"@AmazonHelp I did not receive my order. I missed original delivery, cust service called me and I opted for later delivery.No delivery arrived.",PACKAGE_NOT_RECEIVED,weak_label,,
1857,9801,"@AmazonHelp I have checked there is no email from amazon, and amazon is in safe senders list.",,unlabelled,,
1858,9129,@AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!,,unlabelled,,
1859,16758,@AmazonHelp fuck you guys. Canceling Prime. Not gonna do business with you guys ever again.,,unlabelled,,
1860,404626,@AmazonHelp Thanks for solving 70% of my problem. I shud get 3000Rs but your executive gave 2000. Now amazon app shows this image so uninstalled the app https://t.co/aBKvxN1Le0,WEBSITE_OR_APP,weak_label,,
1861,394453,@AmazonHelp I am unable to login at any amazon website. My amazon pay stuck,WEBSITE_OR_APP,weak_label,,
1862,15671,"@AmazonHelp ""Refused shipment - on the way back.""",,unlabelled,,
1863,1751,@AmazonHelp Yep. I’m going to take it to the MegaAlexa at Whole Foods.,,unlabelled,,
1864,490501,Is there anyway that I can change my delivery address as I ordered a parcel today to come tomorrow however I put the wrong address in @AmazonHelp,DELIVERY_INSTRUCTIONS,weak_label,,
1865,17258,@AmazonHelp whts benefit? chatted wth 1 of ur executive. aprt fr4 Sorry n Apology he has nothing 2 offer. if u cn do something better thn reply or leave,,unlabelled,,
1866,319727,@AmazonHelp No. Parcel is a gift. No date or tracking number on card left @ my flat. Customer services had no advice in initial response.,DELIVERY_TRACKING,weak_label,,
1867,1717,"@AmazonHelp My package just got here. All good, thank you!",,unlabelled,,
1868,16432,@AmazonHelp Yes you have missed the deadline which was set at the time of purchase. After missing that deadline you have given me a new deadline now,,unlabelled,,
1869,28411,@AmazonHelp Still nothing. Package now two weeks late. How patient do I have to be with an issue I brought to you two months ago? @115821,DELIVERY_DELAY,weak_label,,
1870,11609,"@AmazonHelp お忙しい中、丁寧にありがとうございます。
申告窓口へ報告します。(｀_´)ゞ",,unlabelled,,
1871,138969,"@AmazonHelp Yes you did. 24hrs guaranteed delivery. No special instructions, it’s going to a shop for me to collect, which was made specifically so I don’t have to make multiple trips. Thanks",DELIVERY_INSTRUCTIONS,weak_label,,
1872,18190,"@AmazonHelp @115850  @120040
Even after your team's promise, I have not received my cashback of INR1500 before deadline given by them.",,unlabelled,,
1873,8535,@AmazonHelp I have re ordered one and going to see how long this one takes and then cancel second if not here by time that one gets here,,unlabelled,,
1874,11084,"@AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.",,unlabelled,,
1875,334458,"Hey @AmazonHelp seit gestern Abend funktioniert die Amazon App nicht mehr auf der ps4, oder wii-u.. 😫",WEBSITE_OR_APP,weak_label,,
1876,16426,@AmazonHelp somehow Siri can turn off my lights but Alexa is incapable. #pleasefixit #buggedupdate https://t.co/wLNncaWcX1,,unlabelled,,
1877,205237,"@AmazonHelp My tracking details don't tell me what carrier is assigned to this package, so I'm not sure. Said ""shipped with AMZL US"" https://t.co/zqOyrFbOwE",ORDER_DISPATCH,weak_label,,
1878,18119,@AmazonHelp I have filled the form but I don't expect anything concrete to happen besides paying lip-service. No one comes back to say why this happens,,unlabelled,,
1879,144038,@AmazonHelp I gave additional delivery address info and was advised it would be delivered yesterday. But it wasn't. Not sure what else I can do?,DELIVERY_INSTRUCTIONS,weak_label,,
1880,16109,@AmazonHelp My order is due to arrive on Friday,,unlabelled,,
1881,16853,@AmazonHelp Already shared...,,unlabelled,,
1882,11403,@AmazonHelp すごっ、チェック早いですねー😸大分前に買った商品ですし、返品の手続きもめんどいんで今回は良いでーす🙋Amazonさん、どうもでーす😸,,unlabelled,,
1883,182865,@AmazonHelp No email. No idea with c care. Cancelled the order. They made a point to tell me all actions from amazon are done. I am amazon prime member,ORDER_CANCELLATION,weak_label,,
1884,142971,"@AmazonHelp My second order also not shipped yet, order date 21.11.17, i think amazon taking rest
Order: 407-2274167-3594706",ORDER_DISPATCH,weak_label,,
1885,600367,"@AmazonHelp I did, but it's very disingenuous to say that my package was handed to a resident when nobody was even home. Your system does not remotely sync up with @118706's when you ship via them. I always follow their tracking, not the one on the Amazon website.",WEBSITE_OR_APP,weak_label,,
1886,1360039,@AmazonHelp Both emails said delivery today and on the Amazon website they still state Delivery by Today at 8pm 🤷,WEBSITE_OR_APP,weak_label,,
1887,308923,@AmazonHelp I paid $52 to get same-day shipping and it’s not even here #wasteofmoney,ORDER_DISPATCH,weak_label,,
1888,207569,@AmazonHelp I have filled all the details in the shared secured link and there was no such option to fill my mailid. Kindly check the screen shot of that link.though I m getting mails in my inbox of Amazon app but there is no reply option. https://t.co/1O3O4EhWNc,WEBSITE_OR_APP,weak_label,,
1889,427303,"@AmazonHelp Started 2 weeks ago. Parcels are going to neighbours, or not being delivered - no attempted del cards. Del instructions have not changed.",DELIVERY_INSTRUCTIONS,weak_label,,
1890,13563,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.,,unlabelled,,
1891,334105,@AmazonHelp Despite compliants made on app and on twitter we still have not received the ordered item,PACKAGE_NOT_RECEIVED,weak_label,,
1892,77461,"@AmazonHelp Not a thing. Just the tracking going from dispatched to ""let us know if it's not here by saturday""",ORDER_DISPATCH,weak_label,,
1893,93496,"@AmazonHelp Oh I get it, so not actually shipping at all and not what used to happen when I signed up for prime",ORDER_DISPATCH,weak_label,,
1894,749736,@AmazonHelp is there any place I can add additional delivery instructions so that carriers stop forcing paperbacks into my mailbox? https://t.co/I63PnsSimC,DELIVERY_INSTRUCTIONS,weak_label,,
1895,349256,@AmazonHelp But in amazon app it's still yet to be dispatch and same confirmed with customer care through phone,WEBSITE_OR_APP,weak_label,,
1896,384502,@AmazonHelp My point is it would be quite helpful and a decent perk if you could pay inside the amazon app. It’s why I tagged @115851 just a thought,WEBSITE_OR_APP,weak_label,,
1897,11619,@AmazonHelp how do I inform your delivery drivers to just leave my package at my front door?,DELIVERY_INSTRUCTIONS,weak_label,,
1898,19120,@AmazonHelp Please pick up from your hand . I get also damage product from your hand,,unlabelled,,
1899,108072,@AmazonHelp Do you realise how unhelpful that response is? What do you suggest I do? Stay at work until 8pm? Change delivery to my home address and hope it’s delivered in the evening? Or just not shop with you? I’m all ears.,DELIVERY_INSTRUCTIONS,weak_label,,
1900,638,@AmazonHelp Hi ready for some help,,unlabelled,,
1901,80718,@AmazonHelp Why don't u upload the winner list on Amazon App..  And also taking too much time to accounce quiz winner and not accouncing on given time...  Sorry to say that but it looks like it's all fake fake fake fake.... Totally disappointed with d AmazonQuizApp process,WEBSITE_OR_APP,weak_label,,
1902,1738,@AmazonHelp Already have and the assistance I received was absolutely useless and rude.,,unlabelled,,
1903,10637,"@AmazonHelp The tracking indicated as here, and then, it seemed to go back in time, saying it was not here anymore. I believe it's USPS",,unlabelled,,
1904,1509316,@AmazonHelp I have done that it was two items from two separate people but the delivery due on the 2nd was left in my safe place but the others wasn’t,DELIVERY_INSTRUCTIONS,weak_label,,
1905,15297,@AmazonHelp @115851 @115850 @115821 so the social media escalation team is equally useless as the customer service team...hats off to incompetence,,unlabelled,,
1906,18972,"@115833 @AmazonHelp Will echo devices bought from US work in India, as ECHO has already been launched here ?",,unlabelled,,
1907,18920,@AmazonHelp Once again I submitted please check,,unlabelled,,
1908,9770,@AmazonHelp I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,,unlabelled,,
1909,18155,"@AmazonHelp No, is USPS even contactable, esp after hours?  I'll wait and see what happens tomorrow. Two delivery mishaps this month - one UPS, one USPS",,unlabelled,,
1910,1028995,"@AmazonHelp it's not the bank, because the day after I talked to Amazon about the charges they disappeared. but then today I got charged again.",PAYMENT,weak_label,,
1911,139015,"Pre-ordered a book on @115830 that came out on 16th November, and it still hasn't been dispatched. So disappointed! @AmazonHelp",ORDER_DISPATCH,weak_label,,
1912,842259,I never received my @115821 order and it says it was delivered yesterday @AmazonHelp,PACKAGE_NOT_RECEIVED,weak_label,,
1913,18124,@AmazonHelp could not be delivered as no one was available to receive it.... 3/n,,unlabelled,,
1914,144176,@AmazonHelp I have tried to contact the seller but they do not have a contact number. I could only speak to reception of the building where they are based who said they would pass on a message and to call back if not contacted after one week.,SELLER,weak_label,,
1915,250573,"@AmazonHelp I would if I could, the package hasn't even shipped yet.",ORDER_DISPATCH,weak_label,,
1916,191529,@AmazonHelp There is the same model for 100 more from another seller but you guys won’t cover the difference? It’s crazy.,SELLER,weak_label,,
1917,15296,@AmazonHelp I did...which said WE CANNOT DO ANYTHING...same as customer service...which triggered My reply...I am just asking basic question here,,unlabelled,,
1918,2381788,"@AmazonHelp @AmazonHelp  After asking to escalate the chat, I was transferred to a customer service ""supervisor"" who happened to be at the Kindle desk with no idea of my issue",DEVICE,weak_label,,
1919,230055,@AmazonHelp How to check address and phone number of my delivery address after ordering products?,DELIVERY_INSTRUCTIONS,weak_label,,
1920,11984,@AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..,,unlabelled,,
1921,18188,"@AmazonHelp I have submitted all the required details, please do the necessary else i'll have to go to consumer forum this time :(",,unlabelled,,
1922,204913,"@AmazonHelp I'd rather you never use Amazon Logistics to send my items. FedEx and UPS have never been late, unless Amazon screws up the order.",DELIVERY_DELAY,weak_label,,
1923,95377,"@136737 @AmazonHelp Hi Martin, thanks for looping us in. Could you provide the seller info so we can properly file a claim against this seller? Thanks.",SELLER,weak_label,,
1924,1615508,Didn't receive prime subscription with #echodot order id 405-6016617-8745100 :( @AmazonHelp @115850,PACKAGE_NOT_RECEIVED,weak_label,,
1925,128730,"@AmazonHelp I have a package that is set for today but my last update was yesterday morning, ""Package has left seller facility and is in transit to carrier""",SELLER,weak_label,,
1926,238634,@AmazonHelp Well whilst I had one late delivery I thought you could ha e sorted it via a tweet.  But now I have 2.,DELIVERY_DELAY,weak_label,,
1927,11032,@AmazonHelp Yes,,unlabelled,,
1928,334864,"@AmazonHelp I was trying to change the payment method on an order that had shipped. All she had to say is ""we can't do that.",PAYMENT,weak_label,,
1929,18911,@AmazonHelp Where you send correspondence ?? I did not get any correspondence.,,unlabelled,,
1930,579890,"@AmazonHelp ordered a product from the Amazon app on July 16th with an expected arrival date of August 16th, but the product has not arrived",WEBSITE_OR_APP,weak_label,,
1931,16889,@AmazonHelp I already replied on mails...u people just wasting time nothing else.. no action has been taken against seller n brand...as a compensation,SELLER,weak_label,,
1932,13162,@AmazonHelp This has been the most frustrating and useless customer service ever.,,unlabelled,,
1933,17221,@AmazonHelp This form also has a tab which asks for the email address associated with my Amazon account but there is NONE. How do I fill in that? Urghh,,unlabelled,,
1934,98586,"@AmazonHelp Useless show Amazon... Again no body ce to pick up stuff for return

Worst respond to customer..... GUYS PLS STOP BUYING Stuff FROM AMAZON.
@118342  TO HELL WITH FDI... AND RESTRICT THEIR Working PLS",RETURN,weak_label,,
1935,984046,@AmazonHelp One more...the status says delivered but I have never received it #403-5351279-2227531 - Your customer service is terrible,PACKAGE_NOT_RECEIVED,weak_label,,
1936,179168,@AmazonHelp Why don't u share tracking details. You have added Seller with half info.  You don't have seller contact num,SELLER,weak_label,,
1937,210352,@AmazonHelp And I’ve just had a parcel delivered today with instructions to leave in greenhouse. So they’ve left it in the bin 😠,DELIVERY_INSTRUCTIONS,weak_label,,
1938,298418,@116090 @AmazonHelp why is there no way to contact customer service? I was double charged for an item and I have no way of communicating that.,PAYMENT,weak_label,,
1939,391635,@AmazonHelp That's having me log in - I can't log in because someone changed my account email.,ACCOUNT,weak_label,,
1940,5285,@AmazonHelp hey amazon - please help me :( i hVe tried calling and chatting with y’all but keep hitting walls. DM?,,unlabelled,,
1941,11603,"@amazonhelp My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home all day.",,unlabelled,,
1942,1442567,@AmazonHelp Os vale la fecha de la amazon app? https://t.co/gD0QfHkMwA,WEBSITE_OR_APP,weak_label,,
1943,984297,@AmazonHelp Account hacked weeks ago. Trying to reopen.Told account specialists would sort. Still haven’t. Spent atleast two hours total on phone so far,ACCOUNT,weak_label,,
1944,4849,"@AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw",,unlabelled,,
1945,16798,@AmazonHelp Now with #fraud u guyz have started #lying as well not even a single call has come from your team #poorcustomerservice #fraud https://t.co/JDr9VTOeGa,,unlabelled,,
1946,1279828,"Bad customer service. Did not receive my order yet, even after the customer service employee confirmed. @115850 @AmazonHelp",PACKAGE_NOT_RECEIVED,weak_label,,
1947,71900,"@AmazonHelp Yaa sir, i responded your letest concern at 3:24pm as i got the mail at 3:19pm today. Please check ur detail and correspondence. Sir, u cant understand my problem as i paid for nothing, and now also having too much headach u guys and ur team. Plz check ur mail and make my refund.",REFUND,weak_label,,
1948,176355,"@AmazonHelp What option specifically do I choose to get to chat? Will I do ""where's my stuff""?? And then from there, it's mostly all about tracking? But I don't need an order tracked because it's not on it's way, because it doesn't even exist and my problem is I don't know why",DELIVERY_TRACKING,weak_label,,
1949,1006601,"@AmazonHelp I am being charged twice for the same book rental,what do i need to do to fix this?",PAYMENT,weak_label,,
1950,575333,"@AmazonHelp i cant sign my account, it says ""Account Locked"". Can you help me?",ACCOUNT,weak_label,,
1951,180525,@AmazonHelp how will you do that no one has asked me about my order # to track or trace who the CSR was??? Keep your disappointment with you.,DELIVERY_TRACKING,weak_label,,
1952,526563,@AmazonHelp I want Billing address to be same as Shipping address,PAYMENT,weak_label,,
1953,18136,@AmazonHelp What is the response. I am yet to get a call from customer care,,unlabelled,,
1954,423261,"@AmazonHelp-received drenched, damaged fridge.Late delivery on Mon 9 Oct.Wasted 2 leaves on recieving &amp; pickup.Will amazon pay 4 my leaves? https://t.co/E5Pn7e8URM",DELIVERY_DELAY,weak_label,,
1955,1068738,@115850 @AmazonHelp Didn't receive my order as the delivery person refused to do so!,PACKAGE_NOT_RECEIVED,weak_label,,
1956,13926,@AmazonHelp Nothing on my order on your web site.,,unlabelled,,
1957,138106,@AmazonHelp @147110 Are you 100% sure that's correct? One of my orders was marked as 'Dispatched' an hour ago. It still says it's going to arrive on Monday. #blackfriday #nextdaynotnextday https://t.co/17xSFlkZvX,ORDER_DISPATCH,weak_label,,
1958,18722,@AmazonHelp Till now I have noticed it in a couple of episodes of mike and molly and also in 'the middle',,unlabelled,,
1959,49898,@AmazonHelp it has shipped already VIA UPS GROUND not via 1 day shipping #Fraud,ORDER_DISPATCH,weak_label,,
1960,13179,"@AmazonHelp yes spoke w/ customer service, still canceling my prime though since it does literally nothing apparently",,unlabelled,,
